num_beds,num_baths,size_sqft,price,built_year,mrt_station,population_density,closest_dist_to_mrt,closest_dist_to_pri,closest_dist_to_sec,price_per_sqft,price_avg_planning_area,psf_bbox,age,property_type_cluster house,property_type_condo,property_type_corner terrace,property_type_executive condo,property_type_hdb,property_type_semi-detached house,property_type_terraced house,property_type_infrequent_sklearn,furnishing_partial,furnishing_unfurnished,furnishing_unspecified,furnishing_infrequent_sklearn,tenure_999-year leasehold,tenure_freehold
5.0,6.0,5000,7119000.0,2013.0,0.0,6307.118033208907,2284.739848760351,350.9516091559245,713.9500602153996,1423.8,1722.6320561005361,1308.0882728183701,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4.0,3.0,1313,2274800.0,2025.0,3.0,13503.292250548708,312.7041051402145,547.8650319531663,557.1356204468078,1732.5209444021325,1279.472493994426,1566.0085210372742,-3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.0,2.0,1119,617400.0,1984.0,1.0,30154.01616133711,842.0817191436013,126.97074973185497,551.9849905943095,551.7426273458445,856.6716704790283,648.3621705477948,38.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,936,2310000.0,2025.0,1.0,3159.1856757419678,741.7651307306714,1228.4580240526527,888.0639339934987,2467.948717948718,2492.072166072044,2828.373986442772,-3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2.0,2.0,689,1375500.0,2027.0,0.0,25545.463058338795,1260.7337313359526,542.5971792233821,739.0057939905687,1996.3715529753265,1407.1363728201432,1786.0074910300184,-5.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5.0,4.0,1819,6161400.0,2023.0,0.0,12285.669340884064,545.48325731361,185.44096891037356,1183.6015790659003,3387.245739417262,1565.3349506591182,2098.691116417231,-1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.0,2.0,1130,575400.0,1988.0,0.0,33186.9740212221,1000.309922239674,206.98263399967288,256.9231516325813,509.2035398230088,1030.7946904276614,563.4112571525228,34.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,1313,628800.0,1997.0,0.0,8265.057573073516,1084.885659296123,229.5677463188153,660.760509791354,478.9032749428789,1328.9038566073004,801.1068693525756,25.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.0,2.0,753,2288000.0,2024.0,0.0,3176.302640970735,304.7787877896361,456.4984009714498,821.7461758665253,3038.512616201859,2907.2356465199555,3095.034505947032,-2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4.0,4.0,1399,3272800.0,2023.0,0.0,16832.762379321084,478.7915960146673,607.2544034059262,953.9715760418336,2339.385275196569,2294.045637075662,1801.8183928237013,-1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2.0,2.0,893,974400.0,1971.0,0.0,16832.762379321084,991.6826070395168,571.1558046522239,519.6514060810163,1091.1534154535275,2294.045637075662,802.7420195186148,51.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,926,1076200.0,2023.0,0.0,32150.73160954099,718.621032542204,389.3546116521799,868.2874798748101,1162.203023758099,916.156239604433,1008.5808819364598,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1281,3922700.0,2025.0,1.0,4541.768045417681,793.5433036520621,318.16869373503664,471.2302695528626,3062.217017954723,2936.2443489344096,2968.4784603907146,-3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.0,2.0,904,2516800.0,2024.0,0.0,3176.302640970735,280.4263936133729,603.3381200281209,945.0548113225389,2784.070796460177,2907.2356465199555,3117.707683355019,-2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4.0,2.0,1313,724500.0,1988.0,0.0,22603.258810155363,1051.1770892512343,600.4728947844806,1373.0011751863146,551.7897943640518,1030.7946904276614,967.3775256241637,34.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.0,1.0,527,1541400.0,2024.0,0.0,5118.110236220472,216.95926069112136,1419.8685941463823,1258.3796566964454,2924.857685009488,2936.2443489344096,3757.576913718321,-2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
6.0,6.0,7015,8998500.0,2014.0,0.0,8026.34334783924,1123.3337849151935,322.32503987013234,1070.666389475347,1282.751247327156,1407.1363728201432,1569.9073663842182,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3.0,2.0,1001,798000.0,2017.0,0.0,7709.042754445706,848.6242551584328,445.1035452204152,581.7409050051634,797.2027972027972,1508.0834925257445,1280.1431407266707,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,958,1459500.0,2026.0,1.0,8268.146261597236,403.0317375387712,881.6076828749929,507.4121555261904,1523.4864300626305,1035.970803844845,1406.2171994719265,-4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.0,3.0,1184,1257900.0,2014.0,0.0,34290.3973322783,1575.7181151865038,381.7366204867639,512.469340718263,1062.4155405405406,901.3551056288627,594.8442031526722,8.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4.0,4.0,2368,10963400.0,2025.0,2.0,1170.96018735363,330.70214248290137,957.3093841725484,1066.1479133600849,4486.890450010187,3197.7435554316266,3345.4873795151384,-3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2.0,2.0,764,1155000.0,2017.0,0.0,32150.73160954099,619.7731457917613,516.2969817093827,690.4712445232184,1511.780104712042,916.156239604433,1152.359503647047,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2.0,2.0,667,1772400.0,2023.0,1.0,11059.413027916966,726.0045547549997,1090.3706039846174,1108.445632937182,2657.2713643178413,2492.072166072044,2826.5690060650636,-1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3.0,2.0,1076,2415000.0,2026.0,0.0,10009.505703422054,324.0779335734442,212.0971395930901,1369.409225925754,2244.4237918215613,2007.0264316816836,1908.268391471972,-4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5.0,5.0,4925,6016500.0,2013.0,0.0,9.624639076034647,1736.3807612780722,1260.1663965882171,1745.4695698356784,1221.6243654822335,1541.2873877220459,1327.1290514725963,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3.0,2.0,1140,1260000.0,2011.0,3.0,17864.441416893733,311.09931967917163,276.98620228029296,1056.4760234257926,1105.2631578947369,2394.617674038069,2622.2835124261173,11.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5.0,3.0,5985,14184200.0,2013.0,1.0,4541.768045417681,241.4962087057462,1028.7475327952975,524.7473707168501,2369.958228905597,2936.2443489344096,2733.2644563020162,9.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,1.0,560,1761900.0,2023.0,1.0,5417.926460548132,656.1863444429104,1354.1425135607883,1452.4151904326004,3146.25,2007.0264316816836,2888.552383582391,-1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.0,1.0,710,1937000.0,2024.0,0.0,5118.110236220472,216.95926069112136,1419.8685941463823,1258.3796566964454,2728.169014084507,2936.2443489344096,3757.576913718321,-2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2.0,2.0,796,472500.0,1984.0,1.0,30154.01616133711,503.4623845345974,229.05286119077945,329.90017032498463,593.5929648241206,856.6716704790283,638.132589188319,38.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,969,525000.0,1974.0,0.0,5027.631196243819,1655.858757801091,1487.400384118812,1247.6587761814476,541.795665634675,673.7523573248227,478.14305070174913,48.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.0,2.0,1270,735000.0,1998.0,2.0,45396.938412246345,342.4908778936704,767.8766092828895,446.6326074500445,578.7401574803149,691.2027695593966,594.7243752687997,24.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5.0,4.0,1884,4438400.0,2024.0,0.0,8265.057573073516,1329.1063969340123,385.88199411908096,1480.6246791755275,2355.83864118896,1328.9038566073004,2155.530535118722,-2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2.0,2.0,645,446200.0,1978.0,0.0,35508.47457627119,282.222941424649,597.7922323504607,1644.7682435022048,691.7829457364342,2007.0264316816836,1732.546751873458,44.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5.0,5.0,6437,9816300.0,2016.0,0.0,5615.341047010276,687.9307669523367,97.09294441825628,524.0353295812283,1524.9805810160012,880.0572923754722,1276.8773827762557,6.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3.0,2.0,1001,984900.0,2017.0,1.0,27287.914003486345,303.7674356860388,830.7069424960239,1046.8195065177629,983.916083916084,2007.0264316816836,1850.836964258788,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,1.0,549,1470000.0,2017.0,1.0,3200.283419933869,472.37196906004806,860.518326262647,859.7325050000608,2677.5956284153003,2492.072166072044,2816.9279531598304,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,990,521800.0,1981.0,1.0,29371.14157162289,922.568533561521,159.0839383163075,615.9050965043449,527.070707070707,1441.8661569555527,661.7199821355458,41.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5.0,6.0,3966,5019000.0,2008.0,0.0,21326.294952161003,742.8016244442153,811.564486289229,866.6447387704394,1265.5068078668685,1118.212654005509,1422.4792225826266,14.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4.0,3.0,1195,2082900.0,2025.0,3.0,13503.292250548708,312.7041051402145,547.8650319531663,557.1356204468078,1743.0125523012553,1279.472493994426,1566.0085210372742,-3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.0,2.0,1421,3514400.0,2026.0,0.0,775.1937984496124,371.1159476494988,464.8345043003176,1549.0173268405508,2473.1878958479942,2907.2356465199555,2701.046423439582,-4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.0,3.0,1603,4376200.0,2009.0,0.0,5941.571259376233,854.7779421323638,1405.193157209637,583.4745691701374,2730.0062383031814,2953.755508450774,2934.715878586629,13.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.0,2.0,1291,564900.0,1983.0,0.0,30435.288640595903,902.3307056510802,506.94759980591766,165.79514795767017,447.8293983244478,1328.9038566073004,754.0365326783693,39.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.0,4.0,1367,1837500.0,2016.0,0.0,24586.051179126945,1763.5580381072236,614.4981611130441,489.8884357755485,1344.1843452816386,916.156239604433,813.3032311583484,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2.0,1.0,752,924000.0,2014.0,0.0,20304.04999399111,835.2789303257642,585.3726616053114,387.93023414962505,1228.723404255319,673.7523573248227,979.0104238166475,8.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7.0,8.0,7900,12264000.0,2007.0,0.0,1539.570419489693,571.4760849098678,647.9126018146052,2682.4524639597807,1552.4050632911392,2492.072166072044,2045.2620944335576,15.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,936,2520300.0,2025.0,1.0,3159.1856757419678,741.7651307306714,1228.4580240526527,888.0639339934987,2692.628205128205,2492.072166072044,2828.373986442772,-3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4.0,4.0,1281,2733200.0,2022.0,0.0,18829.290006677053,262.4367518074025,342.70754148422174,345.29432371879204,2133.6455893832945,1722.6320561005361,2277.7436128896716,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.0,2.0,1022,892500.0,2011.0,3.0,11604.095563139932,579.3629657805586,752.7046999606844,1034.4447467022378,873.2876712328767,1279.472493994426,1454.8693847006232,11.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3.0,2.0,1011,545000.0,2001.0,1.0,36197.2123985854,490.7351733862919,80.55902843503692,435.0114977243575,539.0702274975272,1035.970803844845,497.2576969314202,21.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.0,3.0,1345,3990000.0,2023.0,0.0,778.7683164258633,982.436430177134,1344.9530885824513,1081.6038899428129,2966.542750929368,2936.2443489344096,2753.4932087092357,-1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5.0,4.0,1905,1155000.0,1974.0,0.0,20304.04999399111,446.3203043507056,586.552024789187,609.3069963714021,606.2992125984252,673.7523573248227,557.8292562912092,48.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,1205,630000.0,1992.0,0.0,15080.69853877094,1080.5200561382303,1263.3320902766409,271.6875470174857,522.8215767634855,1225.0323485052786,937.5283690186449,30.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,1001,1143300.0,1978.0,0.0,13278.350515463915,625.5028775548409,198.182251647462,1225.124779336937,1142.1578421578422,1565.3349506591182,836.163912617634,44.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.0,3.0,1185,1604400.0,2017.0,0.0,2219.9750163583367,1340.6363177327032,679.3050348053092,473.40862462659646,1353.9240506329113,901.3551056288627,854.5745764429919,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3.0,2.0,1119,556500.0,1986.0,1.0,6283.280085197019,534.7337524990013,279.4431011324144,163.13393480351812,497.3190348525469,1279.472493994426,1391.5305209528835,36.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.0,3.0,1825,934500.0,1974.0,1.0,20568.967608880263,680.6493181865002,591.804278531017,161.4166808807261,512.054794520548,673.7523573248227,603.6531567440902,48.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,990,609000.0,2009.0,0.0,33964.54472199838,2081.4066852626797,112.23844389860254,833.8444674842298,615.1515151515151,846.7607072282647,976.6804786246105,13.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5.0,4.0,1679,2536300.0,2023.0,1.0,12732.218002668582,754.6794308288239,636.2978270934103,758.2205247976032,1510.601548540798,1118.212654005509,1166.3417837970303,-1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7.0,9.0,4350,11340000.0,2000.0,3.0,7634.757760748149,513.8546171016055,469.5214926471721,644.8467686825202,2606.896551724138,1225.0323485052786,2351.641293580591,22.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3.0,2.0,797,1827000.0,2025.0,0.0,8674.698795180724,1008.0767202948836,455.78815929366885,97.5522248111557,2292.346298619824,2301.847214742496,1770.6470605213503,-3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4.0,4.0,1259,3879300.0,2021.0,1.0,3200.283419933869,224.4835514112558,1259.0887050031758,834.337877435487,3081.254964257347,2492.072166072044,2566.5775943521116,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.0,2.0,969,829500.0,2004.0,0.0,10009.505703422054,363.8913138936689,93.6135871338963,1421.450042001057,856.0371517027863,2007.0264316816836,1932.6144808311371,18.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,1098,2278600.0,2025.0,3.0,11604.095563139932,832.1188803482503,348.0865868463879,601.12865653811,2075.2276867030964,1279.472493994426,1634.1439791475073,-3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3.0,2.0,786,1050000.0,2019.0,0.0,34290.3973322783,1208.8929544437058,695.0462020022877,408.7036865470189,1335.87786259542,901.3551056288627,1241.113316311284,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2.0,1076,575400.0,1998.0,2.0,45396.938412246345,344.74152493895537,378.2300705687857,713.3281020405973,534.7583643122676,691.2027695593966,511.95240860234645,24.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,990,2845500.0,2021.0,1.0,3200.283419933869,224.4835514112558,1259.0887050031758,834.337877435487,2874.242424242424,2492.072166072044,2566.5775943521116,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4.0,4.0,1302,1953000.0,2026.0,1.0,8268.146261597236,403.0317375387712,881.6076828749929,507.4121555261904,1500.0,1035.970803844845,1406.2171994719265,-4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
